lesson,type,definition,word,audio,kana,kanji
10728,[动2],抛弃，离弃,みすてる（見捨てる）,"[172.635, 173.551]",みすてる,見捨てる
10729,[动1],在……之前；率先,さきだつ（先立つ）,"[4.374, 5.347]",さきだつ,先立つ
10729,[动2],看惯，看熟,みなれる（見慣れる）,"[8.705, 9.683]",みなれる,見慣れる
10729,[动3],提高，增高,アップする,"[35.165, 36.325]",アップする,アップする
10729,[动1],遵守，遵从，服从；跟随,したがう（従う）,"[64.92, 67.1]",したがう,従う
10729,[动2],涌过来，蜂拥而至,おしよせる（押し寄せる）,"[87.653, 89.212]",おしよせる,押し寄せる
10729,[动1],造成，招致，带来，带去,もたらす,"[90.887, 92.244]",もたらす,もたらす
10729,[动1],相互推挤，冲撞,おしあう（押し合う）,"[99.737, 100.558]",おしあう,押し合う
10729,[动2],承受，忍受，忍耐,たえる（耐える）,"[102.6, 103.517]",たえる,耐える
10729,[动2],错位，错开，移动；背离，偏离,ずれる,"[105.46, 106.466]",ずれる,ずれる
10729,[动3],位于，位置,いちする（位置する）,"[113.316, 114.323]",いちする,位置する
10729,[动3],开张，开业，开放,オープンする,"[123.85, 125.386]",オープンする,オープンする
10729,[动1],对打，互打,うちあう（打ち合う）,"[127.301, 128.441]",うちあう,打ち合う
10729,[动3],下车,げしゃする（下車する）,"[131.18, 132.171]",げしゃする,下車する
10729,[动1],互相说；各执一词；争论,いいあう（言い合う）,"[134.832, 135.957]",いいあう,言い合う
10729,[动1],炖，煮，煮熟，煮透,にこむ（煮込む）,"[138.32, 139.249]",にこむ,煮込む
10729,[动2],反复，多次；摞，叠放,かさねる（重ねる）,"[139.745, 140.756]",かさねる,重ねる
10729,[动3],反抗,はんこうする（反抗する）,"[141.313, 143.336]",はんこうする,反抗する
10729,[动3],团结,だんけつする（団結する）,"[155.723, 156.917]",だんけつする,団結する
10729,[动2],进攻，攻击,せめる（攻める）,"[157.269, 158.509]",せめる,攻める
10729,[动3],克服,こくふくする（克服する）,"[160.478, 162.39]",こくふくする,克服する
10730,[动3],新成立，新设，新设置，新开设,しんせつする（新設する）,"[1.923, 3.582]",しんせつする,新設する
10730,[动2],安慰，宽慰；慰问，慰劳,なぐさめる（慰める）,"[6.446, 7.659]",なぐさめる,慰める
10730,[动1],动身，出发；离开,たつ（発つ）,"[11.362, 11.963]",たつ,発つ
10730,[动1],打乱；发疯，疯狂；失常,くるう（狂う）,"[21.286, 21.918]",くるう,狂う
10730,[动1],擦，抹，拭，擦拭,ふく（拭く）,"[25.685, 26.496]",ふく,拭く
10730,[动2],组装，安装，装配,くみたてる（組み立てる）,"[39.292, 40.268]",くみたてる,組み立てる
10730,[动1],吃；咬，叮；吃饭；侵占,くう（食う）,"[52.363, 52.866]",くう,食う
10730,[动1],决心，决意，下狠心,おもいきる（思い切る）,"[55.495, 56.738]",おもいきる,思い切る
10730,[动2],系，束，系紧；结算,しめる（締める）,"[57.115, 57.918]",しめる,締める
10730,[动3],统治，指使，支配；控制,しはいする（支配する）,"[58.722, 60.2]",しはいする,支配する
10730,[动3],保证，担保，打保票,ほしょうする（保証する）,"[60.2, 61.396]",ほしょうする,保証する
10730,[动1],摄取，吸收；吮吸,すいとる（吸い取る）,"[63.74, 64.875]",すいとる,吸い取る
10730,[动2],撑起，支撑；支持,ささえる（支える）,"[92.29, 93.644]",ささえる,支える
10730,[动2],扎，束，捆；整顿,たばねる（束ねる）,"[96.291, 97.629]",たばねる,束ねる
10730,[动2],挂，吊，悬挂,つりさげる（つり下げる）,"[104.411, 105.347]",つりさげる,つり下げる
10730,[动1],摇晃，晃动,ゆらす（揺らす）,"[109.926, 111.114]",ゆらす,揺らす
10730,[动3],分解；拆分，分析,ぶんかいする（分解する）,"[130.832, 132.44]",ぶんかいする,分解する
10730,[动3],换，更换，更替，换班，轮换,こうたいする（交代する）,"[152.432, 154.688]",こうたいする,交代する
10730,[动3],传染,でんせんする（伝染する）,"[161.348, 162.686]",でんせんする,伝染する
10730,[动3],交货，缴纳物品,のうひんする（納品する）,"[179.255, 181.0]",のうひんする,納品する
10730,[动3],坦白，自白，告白,こくはくする（告白する）,"[191.843, 193.372]",こくはくする,告白する
10731,[动3],下班；辞职，退职,たいしゃする（退社する）,"[0.073, 1.316]",たいしゃする,退社する
10731,[动1],安定，镇静，沉着,おちつく（落ち着く）,"[2.114, 3.314]",おちつく,落ち着く
10731,[动1],鼓劲，鼓励，激励,はげます（励ます）,"[3.563, 4.56]",はげます,励ます
10731,[动3],录音,ろくおんする（録音する）,"[10.092, 11.829]",ろくおんする,録音する
10731,[动3],停电,ていでんする（停電する）,"[16.459, 17.901]",ていでんする,停電する
10731,[动1],讨厌，厌烦,きらう（嫌う）,"[18.554, 19.61]",きらう,嫌う
10731,[动3],否决,ひけつする（否決する）,"[36.479, 38.007]",ひけつする,否決する
10731,[动1],受伤，负伤；受损，受创,きずつく（傷つく）,"[41.297, 42.592]",きずつく,傷つく
10731,[动3],直面，面临，面对,ちょくめんする（直面する）,"[48.29, 49.921]",ちょくめんする,直面する
10731,[动3],分布,ぶんぷする（分布する）,"[56.01, 57.618]",ぶんぷする,分布する
10731,[动3],栖息，生息,せいそくする（生息する）,"[65.185, 66.711]",せいそくする,生息する
10731,[动1],致力于，埋头于,とりくむ（取り組む）,"[82.504, 83.654]",とりくむ,取り組む
10731,[动3],饲养,しいくする（飼育する）,"[90.557, 91.801]",しいくする,飼育する
10731,[动1],募集，征募，招募,つのる（募る）,"[102.072, 103.962]",つのる,募る
10731,[动3],派遣,はけんする（派遣する）,"[108.033, 109.384]",はけんする,派遣する
10731,[动2],加深，深化,ふかめる（深める）,"[112.336, 113.655]",ふかめる,深める
10731,[动2],尝试，试验,こころみる（試みる）,"[120.961, 123.035]",こころみる,試みる
10731,[动2],伸出,さしのべる（差し伸べる）,"[126.512, 127.698]",さしのべる,差し伸べる
10731,[动3],正值，正当,さいする（際する）,"[130.713, 131.599]",さいする,際する
10731,[动3],感染，染上,かんせんする（感染する）,"[152.39, 153.915]",かんせんする,感染する
10731,[动3],开馆,かいかんする（開館する）,"[172.43, 173.733]",かいかんする,開館する
10731,[动3],关闭，封闭,へいさする（閉鎖する）,"[184.994, 186.628]",へいさする,閉鎖する
20000,[动1他],拿出，伸出,さしだす（差し出す）,"[22.477, 24.275]",さしだす,差し出す
20000,[动2他],想到，想起,おもいうかべる（思い浮かべる）,"[35.558, 37.618]",おもいうかべる,思い浮かべる
20000,[动1他],装饰，点缀；上色,いろどる（彩る）,"[64.807, 66.543]",いろどる,彩る
20000,[动1自],融入，混入，深入,はいりこむ（入り込む）,"[72.331, 74.57]",はいりこむ,入り込む
20000,[动1他],取出,とりだす（取り出す）,"[114.672, 116.566]",とりだす,取り出す
20000,[动1自],透明，清澈,すきとおる（透き通る）,"[120.0, 121.821]",すきとおる,透き通る
20000,[动2他],盛，装,もりつける（盛り付ける）,"[128.29, 130.221]",もりつける,盛り付ける
20000,[动1他],逸失，放过；错过,のがす（逃す）,"[137.548, 139.424]",のがす,逃す
20000,[动1他],涂抹，涂满,まぶす,"[139.424, 141.639]",まぶす,まぶす
20000,[动1他],想出，想到,おもいつく（思いつく）,"[156.0, 158.0]",おもいつく,思いつく
20000,[动1自],误以为，深信不疑，固执地认为,おもいこむ（思い込む）,"[158.0, 160.0]",おもいこむ,思い込む
20000,[动1他],喜欢，爱慕,すく（好く）,"[243.123, 244.74]",すく,好く
20000,[动2他],替换,かえる（替える）,"[254.0, 255.465]",かえる,替える
20000,[动2自],疲惫,くたびれる,"[260.678, 262.603]",くたびれる,くたびれる
20000,[动2他],煮开,にたてる（煮立てる）,"[282.68399999999997, 284.447]",にたてる,煮立てる
20000,[动1自],成形，凝固【聴解】,かたまる（固まる）,"[286.315, 288.0]",かたまる,固まる
20000,[动2他],清炖，煮,ゆでる,"[290.345, 292.04200000000003]",ゆでる,ゆでる
20000,[动1他],冷却，弄凉,さます（冷ます）,"[295.259, 297.013]",さます,冷ます
20001,[动1自他],理睬，搭理，理会；争夺，夺取,とりあう （取り合う）,"[26.294, 27.94]",とりあう ,取り合う
20001,[动1他],弄碎，研碎，压碎，弄坏,つぶす,"[29.9, 31.775]",つぶす,つぶす
20001,[动1他],含糊；弄脏,にごす（濁す）,"[63.487, 65.517]",にごす,濁す
20001,[动2他],投寄；靠近；聚集,よせる（寄せる）,"[102.017, 103.37899999999999]",よせる,寄せる
20001,[动1自],随便，舒心，自在,くつろぐ,"[133.38, 134.874]",くつろぐ,くつろぐ
20001,[动1他],说出，说起,いいだす（言い出す）,"[174.0, 175.77100000000002]",いいだす,言い出す
20001,[动1他],透露，泄漏；漏掉；遗漏,もらす（漏らす）,"[177.393, 178.726]",もらす,漏らす
20001,[动2他],重新排列,ならべかえる（並べ替える）,"[188.501, 190.483]",ならべかえる,並べ替える
20001,[动1他],补上，补充；补偿,おぎなう（補う）,"[192.151, 193.878]",おぎなう,補う
20002,[动2自],经过，经历,へる（経る）,"[30.34, 31.539]",へる,経る
20002,[动1他],围绕,とりまく（取り巻く）,"[31.539, 33.693]",とりまく,取り巻く
20002,[动1自],转变，改换,きりかわる（切り替わる）,"[74.284, 76.113]",きりかわる,切り替わる
20002,[动2他],完成，达到,とげる（遂げる）,"[93.34, 94.827]",とげる,遂げる
20002,[动1自],从事，有关系，参与，参加,たずさわる（携わる）,"[113.042, 115.017]",たずさわる,携わる
20002,[动2自],灭绝，灭亡,ほろびる（滅びる）,"[116.75999999999999, 118.503]",ほろびる,滅びる
20002,[动1自],复苏，复兴，复活,よみがえる,"[120.255, 122.127]",よみがえる,よみがえる
20002,[动2自],断绝，中断,とだえる（途絶える）,"[123.92, 125.56700000000001]",とだえる,途絶える
20002,[动2自],出现；暴露,あらわれる（現れる）,"[210.837, 212.613]",あらわれる,現れる
20002,[动2自],离开；脱落；不中,はずれる（外れる）,"[234.958, 236.55]",はずれる,外れる
20002,[动1自],闯进，误入,まよいこむ（迷い込む）,"[236.55, 238.185]",まよいこむ,迷い込む
20002,[动2他],留心，注意,こころがける（心がける）,"[239.815, 241.655]",こころがける,心がける
20002,[动1他],挑选，抽出,ぬきだす（抜き出す）,"[252.5, 254.263]",ぬきだす,抜き出す
20002,[动2他],填；埋,うめる（埋める）,"[254.263, 255.463]",うめる,埋める
20002,[动2自],充满，溢出,あふれる,"[279.16700000000003, 280.713]",あふれる,あふれる
20002,[动1他],仔细推敲，斟酌；搋和,ねる（練る）,"[297.546, 298.858]",ねる,練る
20002,[动1他],剁碎；雕刻,きざむ（刻む）,"[300.739, 302.444]",きざむ,刻む
20003,[动2他],叫来；召集来,よびよせる（呼び寄せる）,"[14.478, 16.117]",よびよせる,呼び寄せる
20003,[动2他],使来得及，赶出来,まにあわせる（間に合わせる）,"[18.896, 20.904]",まにあわせる,間に合わせる
20003,[动2他],询问,たずねる（尋ねる）,"[22.144, 23.669]",たずねる,尋ねる
20003,[动2他],委托，托付，交给,まかせる（任せる）,"[25.217, 27.046]",まかせる,任せる
20003,[动1自],膨胀，鼓气，凸起,ふくらむ（膨らむ）,"[34.477, 35.905]",ふくらむ,膨らむ
20003,[动1自],具有，具备，设有,そなわる（備わる）,"[41.249, 42.922]",そなわる,備わる
20003,[动1自],越过；搬家,こす（越す）,"[56.639, 57.895]",こす,越す
20104,[动1自],夸耀,ほこる（誇る）,"[30.776, 32.27]",ほこる,誇る
20104,[动2他],展开，打开；进行，开展,くりひろげる（繰り広げる）,"[36.851, 38.701]",くりひろげる,繰り広げる
20104,[动2他],受，蒙，遭,あびる（浴びる）,"[42.061, 43.601]",あびる,浴びる
20104,[动2他],率领；带领,ひきいる（率いる）,"[43.601, 45.231]",ひきいる,率いる
20104,[动1他],送出,おくりだす（送り出す）,"[50.44, 52.185]",おくりだす,送り出す
20104,[动2他],看到，看准，看清,みとどける（見届ける）,"[55.273, 56.928]",みとどける,見届ける
20104,[动1他],放映出来,うつしだす（映し出す）,"[63.187, 65.002]",うつしだす,映し出す
20104,[动1他],描绘出,えがきだす（描き出す）,"[68.911, 70.656]",えがきだす,描き出す
20104,[动2他],使（局部）接触；猜；指派；写给，寄给,あてる（当てる）,"[79.215, 81.035]",あてる,当てる
20104,[动2自],洋溢，饱满,みちあふれる（満ちあふれる）,"[86.071, 87.84100000000001]",みちあふれる,満ちあふれる
20104,[动1他],结束，总结,しめくくる（締めくくる）,"[87.84100000000001, 89.731]",しめくくる,締めくくる
20104,[动1他],继承，承继,うけつぐ（受け継ぐ）,"[96.14500000000001, 97.86500000000001]",うけつぐ,受け継ぐ
20104,[动2他],吊上来，吊起来,つりあげる（吊り上げる）,"[102.66499999999999, 104.47999999999999]",つりあげる,吊り上げる
20104,[动1他],出现,あらわす（現す）,"[116.069, 117.57900000000001]",あらわす,現す
20104,[动1他],化为，变成,かす（化す）,"[123.155, 124.645]",かす,化す
20104,[动1他],重新拍,とりなおす（撮り直す）,"[124.645, 126.519]",とりなおす,撮り直す
20104,[动2他],（从旁）支持；证实，印证,うらづける（裏付ける）,"[135.569, 137.272]",うらづける,裏付ける
20104,[动1自],下功夫，讲究,こる（凝る）,"[171.0, 172.10399999999998]",こる,凝る
20104,[动2自],模糊，不清楚,ぼやける,"[213.464, 215.113]",ぼやける,ぼやける
20104,[动1自],到达,たどりつく（たどり着く）,"[230.445, 232.195]",たどりつく,たどり着く
20104,[动2他],改写,かきかえる（書き替える）,"[243.925, 245.935]",かきかえる,書き替える
20104,[动1他],摆脱，脱出,ぬけだす（抜け出す）,"[251.294, 252.923]",ぬけだす,抜け出す
20104,[动2自],通过，经过,とおりすぎる（通り過ぎる）,"[282.229, 283.869]",とおりすぎる,通り過ぎる
20104,[动2他],放出（烟花）,うちあげる（打ち上げる）,"[293.744, 295.693]",うちあげる,打ち上げる
20105,[动1自],沉浸，陶醉,ひたる（浸る）,"[4.56, 5.8]",ひたる,浸る
20105,[动1自],限于，只，止于,とどまる,"[48.189, 49.757]",とどまる,とどまる
20105,[动2他],自己动手,てがける（手がける）,"[55.534, 57.043]",てがける,手がける
20105,[动2他],和着，伴随着；乘载,のせる（乗せる）,"[70.435, 71.734]",のせる,乗せる
20105,[动2自],响应，反应，报答,こたえる（応える）,"[73.574, 75.309]",こたえる,応える
20105,[动1自],夹,はさまる（挟まる）,"[113.436, 115.12700000000001]",はさまる,挟まる
20105,[动2他],梦想，幻想；做梦,ゆめみる（夢見る）,"[121.89, 123.754]",ゆめみる,夢見る
20105,[动1自],努力，刻苦，勤勉,はげむ（励む）,"[123.754, 125.492]",はげむ,励む
20105,[动2他],奏，演奏,かなでる（奏でる）,"[134.292, 136.0]",かなでる,奏でる
20105,[动1自],清晰悦耳，清澈,すむ（澄む）,"[141.299, 142.788]",すむ,澄む
20105,[动1自],清晰悦耳，清澈透明,すみきる（澄みきる）,"[142.788, 144.628]",すみきる,澄みきる
20105,[动1自他],错，弄错,あやまる（誤る）,"[166.365, 168.112]",あやまる,誤る
20105,[动1他],引导；导致,みちびく（導く）,"[168.112, 169.618]",みちびく,導く
20105,[动2自],耸立,そびえる,"[183.534, 185.23]",そびえる,そびえる
20105,[动1自],镇定，沉着,すわる（据わる）,"[208.064, 209.621]",すわる,据わる
20105,[动1他],握，抓,にぎる（握る）,"[209.621, 211.341]",にぎる,握る
20105,[动2他],歪，倾斜,かしげる（傾げる）,"[212.996, 214.936]",かしげる,傾げる
20105,[动1自],变弱，衰弱,よわる（弱る）,"[218.04, 219.64]",よわる,弱る
20105,[动1他],移动，转移,うつす（移す）,"[241.748, 243.122]",うつす,移す
20105,[动1他],出售，上市,うりだす（売り出す）,"[243.122, 244.795]",うりだす,売り出す
20105,[动2自],动摇，心慌,どうじる（動じる）,"[250.084, 251.738]",どうじる,動じる
20105,[动2他],控制,おさえる（抑える）,"[260.51800000000003, 262.543]",おさえる,抑える
20105,[动1他],画，绘，描绘,えがく（描く）,"[292.186, 293.576]",えがく,描く
20106,[动1他],争辩，争论；争夺；斗争,あらそう（争う）,"[19.641, 21.152]",あらそう,争う
20106,[动1他],强调，主张；讴歌，歌颂,うたう,"[81.975, 83.563]",うたう,うたう
20106,[动1他],培养,つちかう（培う）,"[115.703, 117.283]",つちかう,培う
20106,[动2他],拼（命），不惜；打赌,かける（賭ける）,"[118.741, 120.154]",かける,賭ける
20106,[动1他],挑战；征服,いどむ（挑む）,"[120.154, 121.566]",いどむ,挑む
20106,[动1他],包租，全部租下,かりきる（借りきる）,"[121.566, 123.256]",かりきる,借りきる
20106,[动1他],托，托付，委托,たくす（託す）,"[127.776, 129.121]",たくす,託す
20106,[动1自],完全取胜,かちぬく（勝ち抜く）,"[152.76, 154.265]",かちぬく,勝ち抜く
20106,[动1他],热衷，迷恋；打进,うちこむ（打ち込む）,"[157.826, 159.216]",うちこむ,打ち込む
20106,[动1他],培养，养成；养育,やしなう（養う）,"[164.31799999999998, 165.703]",やしなう,養う
20106,[动1他],患病，生病；苦恼,わずらう（患う）,"[189.25900000000001, 190.914]",わずらう,患う
20106,[动2自],擅长，优秀,ひいでる（秀でる）,"[199.203, 200.64600000000002]",ひいでる,秀でる
20106,[动2他],达到，完成,なしとげる（成し遂げる）,"[205.262, 206.86]",なしとげる,成し遂げる
20106,[动2自],败北，告负，战败,やぶれる（敗れる）,"[225.185, 226.834]",やぶれる,敗れる
20106,[动1他],冒，不顾,おかす（冒す）,"[229.777, 231.111]",おかす,冒す
20106,[动2他],使损伤；使痛苦,いためる（痛める）,"[237.392, 238.809]",いためる,痛める
20106,[动1他],袭击，侵袭,おそう（襲う）,"[238.809, 240.335]",おそう,襲う
20106,[动1他],恢复，挽回；取回,とりもどす（取り戻す）,"[241.872, 243.409]",とりもどす,取り戻す
20106,[动1他],装进，装入,つめこむ（詰め込む）,"[252.057, 253.547]",つめこむ,詰め込む
20106,[动1自],坐着不走,すわりこむ（座り込む）,"[258.872, 260.576]",すわりこむ,座り込む
20106,[动1他],折，弄断,おる（折る）,"[292.51800000000003, 293.756]",おる,折る
20106,[动2他],实现；满足……的愿望,かなえる,"[293.756, 295.33299999999997]",かなえる,かなえる
20106,[动1他],继承；连接，接上,つぐ（継ぐ）,"[303.457, 304.693]",つぐ,継ぐ
20106,[动1自],互相碰撞,ぶつかりあう（ぶつかり合う）,"[329.41700000000003, 331.414]",ぶつかりあう,ぶつかり合う
20106,[动1他],做出；开始做,つくりだす（作り出す）,"[335.31, 337.078]",つくりだす,作り出す
20106,[动1他],共同分享，共同分担,わかちあう（分かち合う）,"[337.078, 338.944]",わかちあう,分かち合う
20107,[动2他],战平，打成平局,ひきわける（引き分ける）,"[85.395, 87.223]",ひきわける,引き分ける
20107,[动1他],受折磨；烦恼；苦于,くるしむ（苦しむ）,"[117.322, 118.994]",くるしむ,苦しむ
20107,[动1自],复生，复活，苏醒,いきかえる（生き返る）,"[130.224, 132.0]",いきかえる,生き返る
20107,[动2自],未赶上乘车（机）时间；未赶上潮流,のりおくれる（乗り遅れる）,"[139.339, 141.01]",のりおくれる,乗り遅れる
20107,[动1自],获胜晋级,かちすすむ（勝ち進む）,"[201.75, 203.317]",かちすすむ,勝ち進む
20107,[动1自],奋勇前进,つきすすむ（突き進む）,"[216.25, 218.0]",つきすすむ,突き進む
20107,[动1自],讲，谈,かたる（語る）,"[218.0, 219.41]",かたる,語る
20208,[动1他],担心，惦念，牵挂,きづかう（気遣う）,"[1.614, 3.278]",きづかう,気遣う
20208,[动1他],遭受；探望,みまう（見舞う）,"[27.025, 28.346]",みまう,見舞う
20208,[动2他],推上去，顶上去,おしあげる（押し上げる）,"[58.0, 60.0]",おしあげる,押し上げる
20208,[动1自],冲上，跑上,かけあがる（駆け上がる）,"[72.38, 74.0]",かけあがる,駆け上がる
20208,[动1他],拉进来，拽入,ひきこむ（引き込む）,"[75.511, 76.832]",ひきこむ,引き込む
20208,[动2他],存留，保留，遗留,とどめる,"[78.447, 79.572]",とどめる,とどめる
20208,[动1他],记载,しるす（記す）,"[91.65899999999999, 93.175]",しるす,記す
20208,[动1他],引起,ひきおこす（引き起こす）,"[93.175, 94.937]",ひきおこす,引き起こす
20208,[动1他],吞下，咽下；理解，领会,のみこむ（飲み込む）,"[107.511, 109.174]",のみこむ,飲み込む
20208,[动1他],营（生），办（事业）；经营,いとなむ（営む）,"[109.174, 110.936]",いとなむ,営む
20208,[动1他],夺去，失去；抢夺,うばう（奪う）,"[128.305, 129.87]",うばう,奪う
20208,[动2自],冲过来，迫近,うちよせる（打ち寄せる）,"[193.288, 195.148]",うちよせる,打ち寄せる
20208,[动2他],拉近，吸引,ひきよせる（引き寄せる）,"[195.148, 196.86]",ひきよせる,引き寄せる
20208,[动2他],拉上来，拽上来,たぐりよせる（手繰り寄せる）,"[196.86, 199.111]",たぐりよせる,手繰り寄せる
20208,[动1他],轻声细语，低声私语,ささやく,"[206.0, 207.526]",ささやく,ささやく
20208,[动2自],刮过，穿过,ふきぬける（吹き抜ける）,"[207.526, 209.238]",ふきぬける,吹き抜ける
20208,[动1自],闪烁，摇曳；眨眼,またたく,"[209.238, 210.902]",またたく,またたく
20208,[动1自他],凝视,みいる（見入る）,"[210.902, 212.174]",みいる,見入る
20208,[动2自],跑到；跑去；跑来,かけつける（駆けつける）,"[229.39600000000002, 231.212]",かけつける,駆けつける
20208,[动2他],保住,とりとめる（取り留める）,"[237.083, 238.796]",とりとめる,取り留める
20208,[动1他],遭受，蒙受,おう（負う）,"[240.214, 241.584]",おう,負う
20208,[动2他],关在里面,とじこめる（閉じ込める）,"[292.986, 294.894]",とじこめる,閉じ込める
20208,[动2他],拉上来，提起来,ひきあげる（引き上げる）,"[296.949, 298.80899999999997]",ひきあげる,引き上げる
20208,[动1他],互相拥抱,だきあう（抱き合う）,"[298.80899999999997, 300.472]",だきあう,抱き合う
20208,[动1他],相互表达喜悦,よろこびあう（喜び合う）,"[300.472, 302.136]",よろこびあう,喜び合う
20208,[动1他],挖，挖掘,ほる（掘る）,"[328.752, 330.0]",ほる,掘る
20208,[动1他],守护；注视,みまもる（見守る）,"[342.0, 343.521]",みまもる,見守る
20209,[动2自],富有，赋予,めぐまれる（恵まれる）,"[11.474, 13.231]",めぐまれる,恵まれる
20209,[动1他],扭转，拧，扭；费尽心机,ひねる,"[15.024, 16.378]",ひねる,ひねる
20209,[动1他],除去，去除,のぞく（除く）,"[45.254, 46.827]",のぞく,除く
20209,[动1他],多方注意,くばる（配る）,"[69.07900000000001, 70.616]",くばる,配る
20209,[动1他],施恩惠，施舍，救济,めぐむ（恵む）,"[112.0, 113.2]",めぐむ,恵む
20209,[动1自],周到，周密,いきとどく（行き届く）,"[148.376, 150.47]",いきとどく,行き届く
20209,[动1他],擦去，抹掉，擦掉,ふきとる（拭き取る）,"[199.515, 200.869]",ふきとる,拭き取る
20209,[动2自],生，长，发,はえる（生える）,"[200.869, 202.26]",はえる,生える
20209,[动2自],醒，觉醒，清醒,さめる（覚める）,"[221.526, 222.917]",さめる,覚める
20210,[动1自],坐进，乘坐；开进,のりこむ（乗り込む）,"[2.0, 3.409]",のりこむ,乗り込む
20210,[动1自],陷入；掉进,おちいる（陥る）,"[20.0, 21.443]",おちいる,陥る
20210,[动1他],配合，编组,くみあわす（組み合わす）,"[40.382, 42.462]",くみあわす,組み合わす
20210,[动1他],减少，节省；省略,はぶく（省く）,"[73.404, 74.525]",はぶく,省く
20210,[动2他],定位，确定,いちづける（位置づける）,"[87.14099999999999, 88.582]",いちづける,位置づける
20210,[动1自],接着，继……之后,つぐ,"[97.064, 98.291]",つぐ,つぐ
20210,[动1自],极其，达到极限,きわまる（極まる）,"[111.03, 112.417]",きわまる,極まる
20210,[动2自],叫，吠,ほえる（吠える）,"[115.672, 117.059]",ほえる,吠える
20210,[动2他],新买，新购,かいかえる（買い換える）,"[126.395, 128.102]",かいかえる,買い換える
20210,[动1他],烧，燃烧；燃起，激起,もやす（燃やす）,"[147.505, 149.425]",もやす,燃やす
20210,[动2他],垫付，代付,たてかえる（立て替える）,"[159.08100000000002, 160.84199999999998]",たてかえる,立て替える
20210,[动1自],提前，提早,はやまる（早まる）,"[182.661, 185.0]",はやまる,早まる
20210,[动1自],反射，弹回，反弹,はねかえる（はね返る）,"[186.556, 188.423]",はねかえる,はね返る
20211,[动1他],维持，勉强支持；提供；供给饭食,まかなう,"[24.621, 25.955]",まかなう,まかなう
20211,[动2他],切换，转换，改换,きりかえる（切り替える）,"[32.929, 34.445]",きりかえる,切り替える
20211,[动2自],耳熟，听惯,ききなれる（聞き慣れる）,"[40.812, 42.571]",ききなれる,聞き慣れる
20211,[动1他],溶解出来,とけだす（溶け出す）,"[54.275, 55.791]",とけだす,溶け出す
20211,[动1自],顺着，沿着,つたう（伝う）,"[55.791, 57.186]",つたう,伝う
20211,[动1他],听漏，漏听,ききのがす（聞き逃す）,"[78.032, 80.0]",ききのがす,聞き逃す
20211,[动2自],假装不知，佯装不知,しらばくれる,"[86.037, 87.553]",しらばくれる,しらばくれる
20211,[动2他],暂停，暂不，推迟；互看；对照,みあわせる（見合わせる）,"[170.413, 172.535]",みあわせる,見合わせる
20312,[动2自],老，年老,おいる（老いる）,"[0.0, 1.55]",おいる,老いる
20312,[动1自],上心，热中；陷入，掉进,はまる,"[13.704, 15.13]",はまる,はまる
20312,[动1自],退职，离开；倒退,しりぞく（退く）,"[33.289, 34.874]",しりぞく,退く
20312,[动1自],压在……上,のしかかる,"[44.0, 45.597]",のしかかる,のしかかる
20312,[动2自],加甚；加重；剧烈化,こうじる（高じる）,"[46.996, 48.628]",こうじる,高じる
20312,[动1他],各处品尝,たべあるく（食べ歩く）,"[74.0, 76.0]",たべあるく,食べ歩く
20312,[动1他],充满，填充,みたす（満たす）,"[107.60900000000001, 109.054]",みたす,満たす
20312,[动1自],移居，搬家,うつりすむ（移り住む）,"[109.054, 110.64]",うつりすむ,移り住む
20312,[动1他],欺骗,だます,"[133.067, 134.699]",だます,だます
20312,[动1他],骗取,だましとる（だまし取る）,"[134.699, 136.46]",だましとる,だまし取る
20312,[动1自],修好；改正过来；复原,なおる（直る）,"[136.46, 138.0]",なおる,直る
20312,[动1他],管，顾，介意,かまう,"[167.372, 169.097]",かまう,かまう
20312,[动1自],怕，害怕,こわがる（怖がる）,"[183.258, 184.657]",こわがる,怖がる
20312,[动1自],混杂，加入，夹，交往,まじる（混じる）,"[205.451, 207.27]",まじる,混じる
20312,[动1他],放开，撒开,はなす（離す）,"[211.093, 212.81799999999998]",はなす,離す
20313,[动1他],裁判，仲裁,さばく（裁く）,"[28.063, 29.422]",さばく,裁く
20313,[动2他],规定，决定,さだめる（定める）,"[45.651, 47.123]",さだめる,定める
20313,[动1自],涉及，关联,かかる（係る）,"[131.592, 133.177]",かかる,係る
20313,[动1他],拒绝；阻挡,こばむ（拒む）,"[146.99, 148.764]",こばむ,拒む
20313,[动1他],作出，下,くだす（下す）,"[194.284, 195.718]",くだす,下す
20314,[动1自],看到，看见,みあたる（見当たる）,"[13.351, 14.955]",みあたる,見当たる
20314,[动2他],盯看，凝视,みつめる（見つめる）,"[23.018, 24.752]",みつめる,見つめる
20314,[动1自],显露，变得明显,うかびあがる（浮かび上がる）,"[27.743, 29.347]",うかびあがる,浮かび上がる
20314,[动1他],处理，做完,こなす,"[60.391, 62.385]",こなす,こなす
20314,[动1他],窥见，看出,うかがう,"[64.0, 65.55]",うかがう,うかがう
20314,[动1他],看明白，领会，读懂,よみとる（読み取る）,"[84.753, 86.227]",よみとる,読み取る
20314,[动2他],强迫，强使,しいる（強いる）,"[89.175, 90.822]",しいる,強いる
20314,[动1他],承担,になう（担う）,"[95.50399999999999, 96.761]",になう,担う
20314,[动1自],犹豫，踌躇,ためらう,"[106.505, 108.0]",ためらう,ためらう
