lesson,type,definition,word,audio,kana,kanji
3,[动1],有，在(非意志者),あります,"[73.933, 74.762]",あります,あります
3,[动2],有，在(具意志者),います,"[75.593, 76.429]",います,います
104,[动1],休息,やすみます(休みます),"[71.098, 72.268]",やすみます,休みます
104,[动1],工作,はたらきます(働きます),"[73.034, 74.406]",はたらきます,働きます
104,[动1],开始,はじまります(始まります),"[74.976, 76.233]",はじまります,始まります
104,[动1],结束,おわります(終わります),"[76.827, 78.078]",おわります,終わります
104,[动2],起床,おきます(起きます),"[78.67, 79.714]",おきます,起きます
104,[动2],睡觉,ねます(寝ます),"[80.451, 81.378]",ねます,寝ます
104,[动3],学习,べんきょうします(勉強します),"[82.08, 83.67]",べんきょうします,勉強します
105,[动1],去,いきます(行きます),"[39.957, 40.899]",いきます,行きます
105,[动1],回来，回去,かえります(帰ります),"[42.052, 43.019]",かえります,帰ります
105,[动3],来,きます(来ます),"[43.951, 44.698]",きます,来ます
106,[动1],喝,のみます(飲みます),"[48.829, 49.778]",のみます,飲みます
106,[动1],买,かいます(買います),"[50.556, 51.404]",かいます,買います
106,[动1],拍照，拍摄,とります(撮ります),"[51.949, 52.891]",とります,撮ります
106,[动1],写,かきます(書きます),"[53.471, 54.419]",かきます,書きます
106,[动1],读,よみます(読みます),"[55.177, 56.098]",よみます,読みます
106,[动1],听,ききます(聞きます),"[56.673, 57.629]",ききます,聞きます
106,[动2],吃,たべます(食べます),"[58.139, 59.148]",たべます,食べます
106,[动2],看,みます(見ます),"[59.563, 60.317]",みます,見ます
106,[动3],干，做,します,"[60.948, 61.812]",します,します
106,[动3],打扫，扫除,そうじします(掃除します),"[62.682, 63.872]",そうじします,掃除します
107,[动1],拿到，得到,もらいます,"[53.548, 54.518]",もらいます,もらいます
107,[动1],见,あいます(会います),"[55.115, 55.916]",あいます,会います
107,[动1],寄,おくります(送ります),"[56.421, 57.508]",おくります,送ります
107,[动1],做，制造,つくります(作ります),"[58.031, 59.015]",つくります,作ります
107,[动1],胖,ふとります(太ります),"[59.555, 60.689]",ふとります,太ります
107,[动1],寄(信),だします(出します),"[61.179, 62.215]",だします,出します
107,[动1],收到，送到，寄到,とどきます(届きます),"[62.81, 63.925]",とどきます,届きます
107,[动1],画,かきます,"[64.51, 65.513]",かきます,かきます
107,[动1],借出，借给,かします(貸します),"[66.375, 67.322]",かします,貸します
107,[动1],学习,ならいます(習います),"[68.013, 69.199]",ならいます,習います
107,[动2],给,あげます,"[69.914, 70.818]",あげます,あげます
107,[动2],打(电话),かけます,"[71.483, 72.466]",かけます,かけます
107,[动2],(向别人)借,かります(借ります),"[73.145, 74.221]",かります,借ります
107,[动2],教,おしえます(教えます),"[74.753, 75.885]",おしえます,教えます
210,[动1],懂，明白,わかります(分かります),"[54.38, 55.412]",わかります,分かります
210,[动1],犹豫，难以决定,まよいます(迷います),"[56.347, 57.402]",まよいます,迷います
210,[动2],会；能；完成,できます,"[57.884, 58.739]",できます,できます
210,[动2],关闭，关门,しめます(閉めます),"[59.256, 60.249]",しめます,閉めます
210,[动2],疲倦，疲惫,つかれます(疲れます),"[60.854, 61.935]",つかれます,疲れます
210,[动3],散步,さんぽします(散歩します),"[62.492, 63.845]",さんぽします,散歩します
211,[动1],下(雨，雪)，降(雨，雪),ふります(降ります),"[35.678, 36.55]",ふります,降ります
312,[动1],花费(时间，金钱),かかります,"[30.738, 31.715]",かかります,かかります
312,[动1],花开,さきます(咲きます),"[32.285, 33.306]",さきます,咲きます
312,[动1],游泳,およぎます(泳ぎます),"[34.223, 35.225]",およぎます,泳ぎます
312,[动1],玩，玩耍,あそびます(遊びます),"[35.719, 36.764]",あそびます,遊びます
312,[动1],吸(烟),すいます(吸います),"[37.358, 38.373]",すいます,吸います
312,[动1],剪，切，割,きります(切ります),"[38.821, 39.687]",きります,切ります
313,[动1],通过，经过,とおります(通ります),"[31.613, 32.703]",とおります,通ります
313,[动1],急，匆忙,いそぎます(急ぎます),"[33.368, 34.392]",いそぎます,急ぎます
313,[动1],飞，飞行,とびます(飛びます),"[34.824, 35.718]",とびます,飛びます
313,[动1],死，死亡,しにます(死にます),"[36.15, 37.153]",しにます,死にます
313,[动1],等待，等候,まちます(待ちます),"[37.709, 38.717]",まちます,待ちます
313,[动1],卖，销售,うります(売ります),"[39.197, 40.139]",うります,売ります
313,[动1],说话，说,はなします(話します),"[40.631, 41.767]",はなします,話します
313,[动1],过(桥，河)，穿过(马路),わたります(渡ります),"[42.242, 43.354]",わたります,渡ります
313,[动1],取，卸货,おろします(下ろします),"[44.426, 45.475]",おろします,下ろします
313,[动1],挑选，选择,えらびます(選びます),"[46.097, 47.183]",えらびます,選びます
313,[动1],关(灯)，消除，去除,けします(消します),"[47.844, 48.816]",けします,消します
313,[动1],步行，行走,あるきます(歩きます),"[49.539, 50.612]",あるきます,歩きます
313,[动1],拐弯，曲折,まがります(曲がります),"[51.416, 52.452]",まがります,曲がります
313,[动1],洗，洗涤,あらいます(洗います),"[53.125, 54.207]",あらいます,洗います
313,[动2],离开,でます(出ます),"[54.756, 55.53]",でます,出ます
313,[动2],外出，出门,でかけます(出かけます),"[56.273, 57.426]",でかけます,出かけます
313,[动2],开，打开，开启,あけます(開けます),"[58.076, 58.962]",あけます,開けます
313,[动2],过,すぎます(過ぎます),"[59.622, 60.684]",すぎます,過ぎます
313,[动2],给……看；出示,みせます(見せます),"[61.326, 62.21]",みせます,見せます
313,[动2],开(灯),つけます,"[62.969, 63.957]",つけます,つけます
313,[动2],下(车，山),おります(降ります),"[64.676, 65.514]",おります,降ります
313,[动3],买东西,かいものします(買い物します),"[66.373, 67.769]",かいものします,買い物します
313,[动3],毕业,そつぎょうします(卒業します),"[68.346, 69.853]",そつぎょうします,卒業します
313,[动3],吃饭，用餐,しょくじします(食事します),"[70.439, 71.744]",しょくじします,食事します
313,[动3],整理,せいりします(整理します),"[72.897, 74.104]",せいりします,整理します
313,[动3],复印,コピーします,"[74.804, 76.095]",コピーします,コピーします
314,[动1],乘坐，乘,のります(乗ります),"[34.69, 35.624]",のります,乗ります
314,[动1],用，使用,つかいます(使います),"[36.033, 37.087]",つかいます,使います
314,[动1],坐，落座,すわります(座ります),"[37.379, 38.525]",すわります,座ります
314,[动1],进入，加入,はいります(入ります),"[39.073, 40.167]",はいります,入ります
314,[动1],是，说，讲，告诉,もうします(申します),"[40.613, 41.676]",もうします,申します
314,[动1],取，取得,とります,"[42.124, 43.001]",とります,とります
314,[动1],唱，歌唱,うたいます(歌います),"[43.456, 44.514]",うたいます,歌います
314,[动2],说，传达，转告,つたえます(伝えます),"[44.957, 46.048]",つたえます,伝えます
314,[动2],停，制止,とめます(止めます),"[46.475, 47.511]",とめます,止めます
315,[动1],有，拥有，持有,もちます(持ちます),"[65.334, 66.254]",もちます,持ちます
315,[动1],住，居住,すみます(住みます),"[66.838, 67.847]",すみます,住みます
315,[动1],认识，知道，了解,しります(知ります),"[68.461, 69.409]",しります,知ります
315,[动1],改，修改，改正,なおします(直します),"[70.084, 71.184]",なおします,直します
315,[动2],收拾，整理,かたづけます(片づけます),"[71.859, 73.103]",かたづけます,片づけます
315,[动3],练习,れんしゅうします(練習します),"[73.953, 75.416]",れんしゅうします,練習します
315,[动3],结婚,けっこんします(結婚します),"[76.2, 77.752]",けっこんします,結婚します
315,[动3],安心，放心,あんしんします(安心します),"[78.201, 79.622]",あんしんします,安心します
416,[动2],开始,はじめます(始めます),"[28.268, 29.305]",はじめます,始めます
416,[动3],联系,れんらくします(連絡します),"[29.892, 31.193]",れんらくします,連絡します
417,[动1],变，当，变成，成为,なります,"[47.584, 48.529]",なります,なります
417,[动1],开,あきます(開きます),"[49.105, 50.016]",あきます,開きます
417,[动1],适合，相称,にあいます(似合います),"[50.63, 51.683]",にあいます,似合います
418,[动1],触，碰,さわります(触ります),"[24.026, 25.074]",さわります,触ります
418,[动1],脱,ぬぎます(脱ぎます),"[25.621, 26.692]",ぬぎます,脱ぎます
418,[动1],摔，摔倒，跌倒,ころびます(転びます),"[27.237, 28.248]",ころびます,転びます
418,[动1],渴,かわきます(渇きます),"[28.782, 29.912]",かわきます,渇きます
418,[动1],痊愈，医好,なおります(治ります),"[30.445, 31.529]",なおります,治ります
418,[动1],滑，滑行,すべります(滑ります),"[31.947, 33.112]",すべります,滑ります
418,[动1],呼喊,よびます(呼びます),"[33.481, 34.427]",よびます,呼びます
418,[动1],归还,かえします(返します),"[34.99, 36.123]",かえします,返します
418,[动1],帮忙,てつだいます(手伝います),"[36.758, 38.012]",てつだいます,手伝います
418,[动1],搬运,はこびます(運びます),"[38.386, 39.445]",はこびます,運びます
418,[动1],丢，丢失,なくします,"[40.173, 41.36]",なくします,なくします
418,[动1],掉，使落下,おとします(落とします),"[41.715, 42.733]",おとします,落とします
418,[动1],放置,おきます(置きます),"[43.511, 44.435]",おきます,置きます
418,[动1],支付,はらいます(払います),"[45.049, 46.157]",はらいます,払います
418,[动1],站，立,たちます(立ちます),"[47.582, 48.451]",たちます,立ちます
418,[动2],忘记,わすれます(忘れます),"[49.014, 50.159]",わすれます,忘れます
418,[动2],惊慌，慌张，着急,あわてます(慌てます),"[50.549, 51.618]",あわてます,慌てます
418,[动2],扔，扔掉,すてます(捨てます),"[52.031, 53.027]",すてます,捨てます
418,[动3],加班,ざんぎょうします(残業します),"[53.953, 55.435]",ざんぎょうします,残業します
418,[动3],担心,しんぱいします(心配します),"[55.891, 57.368]",しんぱいします,心配します
419,[动1],弹,ひきます(弾きます),"[51.223, 52.114]",ひきます,弾きます
419,[动1],(肚子)饿，空,すきます,"[52.645, 53.606]",すきます,すきます
419,[动1],登，上,のぼります(登ります),"[54.588, 55.6]",のぼります,登ります
419,[动2],收集,あつめます(集めます),"[56.12, 57.183]",あつめます,集めます
419,[动2],淋；浇,あびます(浴びます),"[58.021, 58.899]",あびます,浴びます
419,[动3],请客，摆盛宴,ごちそうします,"[59.625, 61.028]",ごちそうします,ごちそうします
419,[动3],回国,きこくします(帰国します),"[62.335, 63.619]",きこくします,帰国します
520,[动1],交给,わたします(渡します),"[21.249, 22.315]",わたします,渡します
520,[动2],迟到,おくれます　(遅れます),"[23.021, 24.083]",おくれます　,遅れます
520,[动2],考虑,かんがえます(考えます),"[24.465, 25.608]",かんがえます,考えます
520,[动2],调查,しらべます(調べます),"[26.209, 27.373]",しらべます,調べます
520,[动2],穿,きます(着ます),"[27.817, 28.637]",きます,着ます
520,[动3],预约，预定,よやくします(予約します),"[29.449, 30.761]",よやくします,予約します
520,[动3],感谢,かんしゃします(感謝します),"[31.954, 33.156]",かんしゃします,感謝します
520,[动3],运动,うんどうします(運動します),"[33.801, 35.197]",うんどうします,運動します
520,[动3],洗涤，洗,せんたくします(洗濯します),"[35.54, 36.9]",せんたくします,洗濯します
520,[动3],报告,ほうこくします(報告します),"[37.718, 39.057]",ほうこくします,報告します
521,[动1],做,やります,"[25.354, 26.323]",やります,やります
522,[动1],不同，不一样,ちがいます(違います),"[15.33, 16.375]",ちがいます,違います
522,[动1],拥挤，混杂,こみます(込みます),"[16.746, 17.601]",こみます,込みます
522,[动1],定，决定,きまります(決まります),"[18.1, 19.138]",きまります,決まります
522,[动2],告诉,しらせます(知らせます),"[19.43, 20.459]",しらせます,知らせます
522,[动2],查(看)，弄清,たしかめます(確かめます),"[21.146, 22.325]",たしかめます,確かめます
523,[动1],想，思考,おもいます(思います),"[10.971, 12.062]",おもいます,思います
523,[动1],说，讲,いいます(言います),"[12.681, 13.622]",いいます,言います
523,[动1],找，寻找，寻求,さがします(探します),"[13.941, 15.136]",さがします,探します
523,[动1],笑,わらいます(笑います),"[15.668, 16.695]",わらいます,笑います
523,[动2],戒，停止，放弃,やめます,"[17.11, 18.075]",やめます,やめます
523,[动2],决定,きめます(決めます),"[18.638, 19.561]",きめます,決めます
523,[动3],睡懒觉,ねぼうします(寝坊します),"[20.087, 21.448]",ねぼうします,寝坊します
523,[动3],外出，出去,がいしゅつします(外出します),"[22.576, 24.117]",がいしゅつします,外出します
523,[动3],研究,けんきゅうします(研究します),"[24.626, 26.029]",けんきゅうします,研究します
624,[动1],住，过夜，住宿,とまります(泊まります),"[28.349, 29.389]",とまります,泊まります
624,[动1],连接，系,むすびます(結びます),"[30.364, 31.406]",むすびます,結びます
624,[动1],印，记下,とります(取ります),"[31.986, 32.869]",とります,取ります
624,[动2],出生，诞生,うまれます(生まれます),"[33.516, 34.486]",うまれます,生まれます
624,[动3],倒闭，破产,とうさんします(倒産します),"[35.052, 36.401]",とうさんします,倒産します
624,[动3],堵车，停滞,じゅうたいします(渋滞します),"[37.229, 38.657]",じゅうたいします,渋滞します
624,[动3],确认,チェックします,"[39.057, 40.259]",チェックします,チェックします
625,[动1],防御，防备，防守,ふせぎます(防ぎます),"[34.727, 35.73]",ふせぎます,防ぎます
625,[动1],走访；转；绕弯,まわります(回ります),"[36.536, 37.651]",まわります,回ります
625,[动1],跑，奔跑,はしります(走ります),"[37.988, 39.028]",はしります,走ります
625,[动1],吹,ふきます(吹きます),"[39.848, 40.813]",ふきます,吹きます
625,[动2],举，举起,あげます(挙げます),"[41.373, 42.307]",あげます,挙げます
625,[动2],足，够,たります(足ります),"[43.007, 43.961]",たります,足ります
625,[动3],素描，写生,スケッチします,"[44.637, 46.043]",スケッチします,スケッチします
625,[动3],发言,はつげんします(発言します),"[47.19, 48.644]",はつげんします,発言します
625,[动3],得冠军,ゆうしょうします(優勝します),"[49.125, 50.444]",ゆうしょうします,優勝します
625,[动3],及格，合格,ごうかくします(合格します),"[50.966, 52.454]",ごうかくします,合格します
625,[动3],约定,やくそくします(約束します),"[52.769, 54.055]",やくそくします,約束します
626,[动1],上学，来往,かよいます(通います),"[56.716, 57.696]",かよいます,通います
626,[动1],聚，集合,あつまります(集まります),"[58.395, 59.549]",あつまります,集まります
626,[动1],跳舞,おどります(踊ります),"[59.927, 60.96]",おどります,踊ります
626,[动1],要,いります(要ります),"[61.498, 62.422]",いります,要ります
626,[动1],为难，难办,こまります(困ります),"[62.882, 63.95]",こまります,困ります
626,[动1],拍，敲，打,たたきます,"[64.782, 65.868]",たたきます,たたきます
626,[动2],放入，放进,いれます(入れます),"[66.282, 67.261]",いれます,入れます
626,[动3],护理,かんびょうします(看病します),"[68.167, 69.542]",かんびょうします,看病します
626,[动3],吵架，打架,けんかします,"[69.879, 71.056]",けんかします,けんかします
626,[动3],利用,りようします(利用します),"[71.962, 73.277]",りようします,利用します
626,[动3],商谈,そうだんします(相談します),"[73.863, 75.295]",そうだんします,相談します
627,[动1],捡、拾,ひろいます(拾います),"[32.473, 33.459]",ひろいます,拾います
627,[动1],翻译,やくします(訳します),"[34.559, 35.645]",やくします,訳します
627,[动2],给,くれます,"[36.152, 37.078]",くれます,くれます
627,[动2],送到，送去,とどけます(届けます),"[37.787, 38.842]",とどけます,届けます
627,[动3],向导，导游,あんないします(案内します),"[39.369, 40.726]",あんないします,案内します
627,[动3],换，交换,こうかんします(交換します),"[41.365, 42.785]",こうかんします,交換します
627,[动3],介绍,しょうかいします(紹介します),"[43.194, 44.542]",しょうかいします,紹介します
728,[动1],停，停住,とまります(止まります),"[35.409, 36.34]",とまります,止まります
728,[动1],变，转变,かわります(変わります),"[37.092, 38.047]",かわります,変わります
728,[动1],拼命努力,がんばります(頑張ります),"[38.893, 40.05]",がんばります,頑張ります
728,[动1],道歉,あやまります(謝ります),"[40.582, 41.672]",あやまります,謝ります
728,[动1],逃学，怠工,サボります,"[42.447, 43.498]",サボります,サボります
728,[动1],爽约，打破,やぶります(破ります),"[44.132, 45.267]",やぶります,破ります
728,[动1],拉，抽,ひきます(引きます),"[45.968, 46.922]",ひきます,引きます
728,[动1],遵守，保护,まもります(守ります),"[47.768, 48.923]",まもります,守ります
728,[动2],回答,こたえます(答えます),"[49.699, 50.761]",こたえます,答えます
728,[动2],逃跑,にげます(逃げます),"[51.323, 52.319]",にげます,逃げます
728,[动2],救助，帮助,たすけます(助けます),"[53.8, 54.803]",たすけます,助けます
728,[动2],添加，附加,つけます(付けます),"[55.313, 56.272]",つけます,付けます
728,[动2],记住，掌握,おぼえます(覚えます),"[57.053, 58.041]",おぼえます,覚えます
728,[动3],提交，提出,ていしゅつします(提出します),"[58.624, 59.995]",ていしゅつします,提出します
728,[动3],客气,えんりょします(遠慮します),"[60.949, 62.143]",えんりょします,遠慮します
728,[动3],(足球)射门，投篮,シュートします,"[62.766, 64.03]",シュートします,シュートします
728,[动3],注意,ちゅういします(注意します),"[64.858, 66.141]",ちゅういします,注意します
729,[动1],到齐，齐全,そろいます,"[24.435, 25.519]",そろいます,そろいます
729,[动1],顺便去；靠近,よります(寄ります),"[26.174, 27.168]",よります,寄ります
729,[动1],开，开张,ひらきます(開きます),"[27.666, 28.728]",ひらきます,開きます
729,[动1],搬迁，搬家,ひっこします(引っ越します),"[29.653, 30.956]",ひっこします,引っ越します
729,[动2],迎接,むかえます(迎えます),"[31.649, 32.808]",むかえます,迎えます
729,[动2],出故障，坏,こわれます(壊れます),"[33.577, 34.667]",こわれます,壊れます
729,[动2],搞错,まちがえます(間違えます),"[35.2, 36.485]",まちがえます,間違えます
729,[动3],出发,しゅっぱつします(出発します),"[37.095, 38.64]",しゅっぱつします,出発します
729,[动3],换工作,てんしょくします(転職します),"[39.066, 40.414]",てんしょくします,転職します
729,[动3],轮胎爆裂，撑破,パンクします,"[41.251, 42.51]",パンクします,パンクします
730,[动1],按，推，挤,おします(押します),"[34.638, 35.601]",おします,押します
730,[动1],灯亮，灯开,つきます,"[35.93, 37.047]",つきます,つきます
730,[动1],下降，降低,さがります(下がります),"[37.638, 38.796]",さがります,下がります
730,[动1],生气,おこります(怒ります),"[39.46, 40.608]",おこります,怒ります
730,[动1],转，传送，传递,まわします(回します),"[41.048, 42.216]",まわします,回します
730,[动1],运转，转动,うごきます(動きます),"[42.71, 43.801]",うごきます,動きます
730,[动2],活，生存,いきます(生きます),"[44.347, 45.274]",いきます,生きます
730,[动2],下，下来,おります(下ります),"[45.708, 46.704]",おります,下ります
730,[动2],总结，整理；汇集,まとめます,"[47.273, 48.332]",まとめます,まとめます
730,[动3],死机,フリーズします,"[48.844, 50.239]",フリーズします,フリーズします
730,[动3],故障,こしょうします(故障します),"[50.863, 52.216]",こしょうします,故障します
731,[动1],开，举行,おこないます(行います),"[42.02, 43.204]",おこないます,行います
731,[动1],提高，涨,あがります(上がります),"[43.553, 44.622]",あがります,上がります
731,[动2],换乘,のりかえます(乗り換えます),"[45.326, 46.548]",のりかえます,乗り換えます
731,[动2],辞去,やめます(辞めます),"[46.856, 47.862]",やめます,辞めます
731,[动3],留学,りゅうがくします(留学します),"[48.593, 50.057]",りゅうがくします,留学します
731,[动3],入学,にゅうがくします(入学します),"[50.294, 51.634]",にゅうがくします,入学します
731,[动3],流行,りゅうこうします(流行します),"[53.119, 54.578]",りゅうこうします,流行します
731,[动3],住院,にゅういんします(入院します),"[54.884, 56.285]",にゅういんします,入院します
731,[动3],打扰，拜访,おじゃまします(お邪魔します),"[57.311, 58.63]",おじゃまします,お邪魔します
731,[动3],承担,たんとうします(担当します),"[59.078, 60.427]",たんとうします,担当します
832,[动1],关闭，关,しまります(閉まります),"[32.931, 33.948]",しまります,閉まります
832,[动1],弄坏,こわします(壊します),"[34.683, 35.66]",こわします,壊します
832,[动1],割开，打破，打坏,わります(割ります),"[36.29, 37.223]",わります,割ります
832,[动1],附带，附加,つきます(付きます),"[37.574, 38.445]",つきます,付きます
832,[动1],挂，悬挂,かかります(掛かります),"[38.983, 40.066]",かかります,掛かります
832,[动1],弄脏,よごします(汚します),"[40.501, 41.689]",よごします,汚します
832,[动1],停，停息，停止,やみます,"[42.125, 43.121]",やみます,やみます
832,[动1],盖，建,たちます(建ちます),"[43.572, 44.53]",たちます,建ちます
832,[动1],排队，排，列队,ならびます(並びます),"[45.124, 46.281]",ならびます,並びます
832,[动1],到，到达,つきます(着きます),"[47.349, 48.391]",つきます,着きます
832,[动1],戴,かぶります,"[48.894, 49.953]",かぶります,かぶります
832,[动1],穿(鞋、裤子),はきます,"[50.919, 51.928]",はきます,はきます
832,[动1],饲养,かいます(飼います),"[53.023, 53.984]",かいます,飼います
832,[动2],熄灭，消失,きえます(消えます),"[55.258, 56.251]",きえます,消えます
832,[动2],挂,かけます(掛けます),"[56.896, 57.937]",かけます,掛けます
832,[动2],落下，掉,おちます(落ちます),"[58.38, 59.385]",おちます,落ちます
832,[动2],裂开，破裂,われます(割れます),"[59.824, 60.846]",われます,割れます
832,[动2],盖，建造,たてます(建てます),"[61.547, 62.587]",たてます,建てます
832,[动2],输，败,まけます(負けます),"[63.089, 64.146]",まけます,負けます
832,[动2],脏,よごれます(汚れます),"[64.699, 65.756]",よごれます,汚れます
833,[动1],烤，烧，烧毁,やきます(焼きます),"[40.689, 41.583]",やきます,焼きます
833,[动1],挣钱，赚钱,かせぎます(稼ぎます),"[42.44, 43.455]",かせぎます,稼ぎます
833,[动1],剩余，剩下,のこります(残ります),"[43.9, 44.939]",のこります,残ります
833,[动1],卷，包裹,つつみます(包みます),"[45.47, 46.524]",つつみます,包みます
833,[动1],点(菜)；请求；托付,たのみます(頼みます),"[47.075, 48.24]",たのみます,頼みます
833,[动1],粘，贴,はります,"[48.705, 49.764]",はります,はります
833,[动1],装饰,かざります(飾ります),"[50.193, 51.306]",かざります,飾ります
833,[动1],收拾起来，放到～里边,しまいます,"[51.799, 52.926]",しまいます,しまいます
833,[动1],合适，适合,あいます(合います),"[53.75, 54.607]",あいます,合います
833,[动1],放回，返还，返回,もどします(戻します),"[55.35, 56.392]",もどします,戻します
833,[动2],积攒，储存,ためます,"[56.988, 57.898]",ためます,ためます
833,[动2],排列,ならべます(並べます),"[58.565, 59.617]",ならべます,並べます
833,[动2],寄存，托付,あずけます(預けます),"[60.159, 61.273]",あずけます,預けます
833,[动2],继续，持续,つづけます(続けます),"[61.775, 62.88]",つづけます,続けます
833,[动2],瘦,やせます,"[63.449, 64.504]",やせます,やせます
833,[动3],拜访，访问,ほうもんします(訪問します),"[65.022, 66.432]",ほうもんします,訪問します
833,[动3],存钱，储蓄,ちょきんします(貯金します),"[67.193, 68.714]",ちょきんします,貯金します
833,[动3],欢迎,かんげいします(歓迎します),"[69.272, 70.579]",かんげいします,歓迎します
833,[动3],准备,よういします(用意します),"[71.438, 72.765]",よういします,用意します
834,[动1],有效，起作用,ききます(効きます),"[50.563, 51.664]",ききます,効きます
834,[动1],祝贺,いわいます(祝います),"[52.538, 53.645]",いわいます,祝います
834,[动1],中(彩)，抽中,あたります(当たります),"[54.095, 55.153]",あたります,当たります
834,[动1],空，有空,あきます(空きます),"[55.445, 56.485]",あきます,空きます
834,[动1],腐烂，腐败,くさります(腐ります),"[57.015, 58.024]",くさります,腐ります
834,[动2],寻找，看见,みつけます(見つけます),"[58.469, 59.65]",みつけます,見つけます
834,[动2],晴朗，天晴,はれます(晴れます),"[60.011, 60.988]",はれます,晴れます
834,[动2],访问，拜访,たずねます(訪ねます),"[61.593, 62.695]",たずねます,訪ねます
834,[动3],停留，滞留,たいざいします(滞在します),"[63.238, 64.528]",たいざいします,滞在します
834,[动3],休息,きゅうけいします(休憩します),"[65.168, 66.713]",きゅうけいします,休憩します
834,[动3],参加,さんかします(参加します),"[67.01, 68.362]",さんかします,参加します
834,[动3],干杯,かんぱいします(乾杯します),"[68.924, 70.436]",かんぱいします,乾杯します
835,[动1],携带，拿着走,もちあるきます(持ち歩きます),"[35.869, 37.236]",もちあるきます,持ち歩きます
835,[动1],反复,くりかえします(繰り返します),"[38.15, 39.531]",くりかえします,繰り返します
835,[动1],吵嚷，吵闹,さわぎます(騒ぎます),"[39.913, 41.008]",さわぎます,騒ぎます
835,[动1],来得及，赶得上,まにあいます(間に合います),"[41.644, 42.841]",まにあいます,間に合います
835,[动1],叫，鸣，啼,なきます(鳴きます),"[43.499, 44.442]",なきます,鳴きます
835,[动1],睡觉,ねむります(眠ります),"[45.288, 46.38]",ねむります,眠ります
835,[动1],鸣响，响起,なります(鳴ります),"[46.987, 47.963]",なります,鳴ります
835,[动1],喜悦，高兴,よろこびます(喜びます),"[48.703, 49.964]",よろこびます,喜びます
835,[动1],有用，有益,やくだちます(役立ちます),"[50.363, 51.615]",やくだちます,役立ちます
835,[动1],雇佣,やといます(雇います),"[52.165, 53.388]",やといます,雇います
835,[动1],哭，哭泣,なきます(泣きます),"[53.882, 54.892]",なきます,泣きます
835,[动1],挥动，摆动,ふります(振ります),"[55.8, 56.771]",ふります,振ります
835,[动2],看到，看得见,みえます(見えます),"[57.244, 58.264]",みえます,見えます
835,[动2],听到，听得见,きこえます(聞こえます),"[58.76, 59.839]",きこえます,聞こえます
835,[动2],通过，相通,つうじます(通じます),"[60.171, 61.326]",つうじます,通じます
835,[动2],放(风筝)；扬起,あげます(揚げます),"[61.884, 62.824]",あげます,揚げます
835,[动2],习惯,なれます(慣れます),"[63.178, 64.214]",なれます,慣れます
835,[动2],淋湿，打湿,ぬれます,"[64.795, 65.771]",ぬれます,ぬれます
835,[动2],着火，燃烧,やけます(焼けます),"[66.237, 67.323]",やけます,焼けます
835,[动2],降低，下降,さげます(下げます),"[67.81, 68.877]",さげます,下げます
835,[动3],出岔子，失败,しっぱいします(失敗します),"[69.314, 70.754]",しっぱいします,失敗します
835,[动3],辛苦，辛劳,くろうします(苦労します),"[71.506, 72.814]",くろうします,苦労します
835,[动3],吃惊，吓一跳,びっくりします,"[73.012, 74.486]",びっくりします,びっくりします
835,[动3],出席,しゅっせきします(出席します),"[74.938, 76.585]",しゅっせきします,出席します
936,[动2],超过,こえます(超えます),"[35.836, 36.873]",こえます,超えます
936,[动3],参加，出场,しゅつじょうします(出場します),"[38.185, 39.836]",しゅつじょうします,出場します
936,[动3],释放,しゃくほうします(釈放します),"[40.332, 41.693]",しゃくほうします,釈放します
936,[动3],偷吃,つまみぐいします(つまみ食いします),"[42.804, 44.567]",つまみぐいします,つまみ食いします
936,[动3],换算,かんさんします(換算します),"[45.312, 46.725]",かんさんします,換算します
936,[动3],复习,ふくしゅうします(復習します),"[47.27, 48.875]",ふくしゅうします,復習します
936,[动3],成功,せいこうします(成功します),"[49.205, 50.498]",せいこうします,成功します
937,[动1],错综复杂,いりくみます(入り組みます),"[43.568, 44.778]",いりくみます,入り組みます
937,[动1],减少,へります(減ります),"[45.811, 46.735]",へります,減ります
937,[动1],开动，移动，摇动,うごかします(動かします),"[47.115, 48.33]",うごかします,動かします
937,[动1],取胜，获胜,かちます(勝ちます),"[49.096, 50.076]",かちます,勝ちます
937,[动2],走得出去，穿过，通过,とおりぬけます(通り抜けます),"[50.48, 51.772]",とおりぬけます,通り抜けます
937,[动2],感觉，觉得,かんじます(感じます),"[53.126, 54.276]",かんじます,感じます
937,[动2],更换，交换,とりかえます(取り替えます),"[54.797, 56.153]",とりかえます,取り替えます
937,[动3],熬通宵，彻夜,てつやします(徹夜します),"[57.272, 58.626]",てつやします,徹夜します
937,[动3],烫伤，烧伤,やけどします(火傷します),"[58.867, 60.147]",やけどします,火傷します
938,[动1],眺望，远眺,みわたします(見渡します),"[58.069, 59.613]",みわたします,見渡します
938,[动1],继续，持续,つづきます(続きます),"[59.975, 61.082]",つづきます,続きます
938,[动1],完，丢失,なくなります,"[61.491, 62.766]",なくなります,なくなります
938,[动1],生长，成长,そだちます(育ちます),"[63.13, 64.312]",そだちます,育ちます
938,[动2],增加，增多,ふえます(増えます),"[65.803, 66.748]",ふえます,増えます
938,[动2],带，领,つれます(連れます),"[67.33, 68.305]",つれます,連れます
938,[动3],缺席,けっせきします(欠席します),"[69.142, 70.584]",けっせきします,欠席します
938,[动3],进口，输入,ゆにゅうします(輸入します),"[71.018, 72.321]",ゆにゅうします,輸入します
